Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Collateral Type,Collateral Description,Market Value,Excess,Haircut
2020-12-08,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834NF1,62421.40,0.00,0.11
2020-12-08,CME,CSU,250I,Client,IRS,,USD,1,Cash,,443411892.31,0.00,0
2020-12-08,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828ZK9,59063130.00,0.00,0.02
2020-12-08,CME,CSU,250I,Client,IRS,,ZAR,0.0667489904,Cash,,300000000.00,140792790.70,0
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RZ3,62630000.00,0.00,0.08
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810QH4,106460900.00,0.00,0.08
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RC4,122175900.00,0.00,0.08
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RM2,112634550.00,0.00,0.08
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810SF6,128381440.00,0.00,0.08
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912828N30,114414030.00,43740220.69,0.02
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 9128284V9,51480000.00,0.00,0.045
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912828Z60,22421300.00,0.00,0.02
2020-12-08,CME,CSU,250I,House,IRS,,USD,1,Cash,,263107.33,263107.33,0
2020-12-08,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828V98,19996560.00,0.00,0.045
2020-12-08,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828N30,26241750.00,0.00,0.02
2020-12-08,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828X47,51308000.00,0.00,0.02
2020-12-08,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 9128285M8,88890000.00,0.00,0.045
2020-12-08,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828T91,218003720.00,0.00,0.02
2020-12-08,CME,CSU,250T,Client,ETD,,USD,1,Cash,,4640884.00,1339114.10,0
2020-12-08,CME,CSI,264,House,ETD,,JPY,0.0095996928,Cash,,0,777278510,0
2020-12-08,CME,CSI,264,House,ETD,,USD,1,Bond,,0.00,8085410.59,0
2020-12-08,CME,CSI,264I,House,IRS,,USD,1,Cash,,0.00,1480754.39,0
